87	1	a	MULHOLLAND DESIGN REVIEW BOARD AND PROJECT PERMIT COMPLIANCE FOR A REMODEL AND A 1;714SF ADDITION TO AN EXISING TWO-STORY SINGLE-FAMILY HOME.
95	1	a	NEW PHARMACY WITH ALCOHOL SALES AND REDUCED PARKING
133	0	a	Large Project Authorization and Office Allocation. The proposed development is a seven-story, Mixed-Use Office building with 8,407 sf of Ground Floor Retail and 49,801 sf of Office Space. The proposed building is located at the intersection of Harris
12	1	a	LEGALIZING THREE NON-PERMITTED ADDITIONS. PERMIT SIDE YARD ENCROACHMENT OF EXISTING NON PERMITTED ADDITION. PERMIT REAR YARD ENCROACHMENT OF EXISTING NON PERMITTED ADDITION.
104	1	a	AN (E) 1;663 SQ. FT. RESTAURANT WITH 35 INTERIOR SEATS; SERVING BEER &amp; WINE FOR ON-SITE CONSUMPTION W/PROP. H OF OP. 11 AM-2 AM DAILY IN [Q]C4-2D-CDO ZONE
90	1	a	DEMOLITION OF AN (E) SINGLE-FAMILY DWELLING AND ACCESSORY BUILDINGS AND THE CONSTRUCTION OF A (N) TWO-STORY; SFD WITH BASEMENT; ATTACHED GARAGE; AND ACCESSORY LIVING QUARTERS FOR A COMBINED TOTAL OF 2
147	1	a	Legacy Business Registry: Mon Sing Noodle Co.
21	1	a	PURSUANT TO SECTION 12.20.3.K; A CERTIFICATE OF APPROPRIATENESS FOR A NEW 700 SQ. FT. ACCESSORY LIVING QUARTERS WITH ATTACHED OPEN COVERED PATIO IN THE EL SERENO-BERKSHIRE CRAFTSMAN HPOZ
4	1	a	AMENDMENT TO COUNCIL ''T
25	1	a	A CONDITIONAL USE PERMIT TO ALLOW THE SALE AND DISPENSING OF BEER AND WINE FOR ON-SITE CONSUMPTION IN CONJUNCTION WITH AN EXISTING 1;553 SF RESTAURANT WITH 53 INTERIOR SEATS AND A 702 SF UNCOVERED
121	1	a	ALCOHOL AND PENNY ARCADE PERMITS FOR RESTAURANT.
141	1	a	E-Condo for 2 Lot Line Adjustment
69	1	a	NEW CONSTRUCTION OF (1) SFR AND (1) ADU (ATTACHED)
138	1	a	Legacy Business Registry: Make Out Room
145	1	a	New exterior awnings for existing retail store.
106	1	a	The proposed project is to demolish 1 story type 5B auto repair shop and to erect 4 story building, with three stories of Residential Care for the Elderly (RCFE) on the lower levels, with Single Room Occupancy (SRO) units on the top floor. Two separ
50	1	a	TWO NEW WALL SIGNS AND TWO NEW WINDOW SIGNS AND WINDOW GRAPHICS ASSOCIATED WITH 7-ELEVEN STORE LOCATED WITHIN AN EXISTING GROUND FLOOR CORNER TENANT SPACE.
41	1	a	CUB TO ALLOW SALE &amp; DISPENSING OF FULL LINE OF ALC BVRGS FOR ON- &amp; OFF-SITE CONSUMPT IN CONJ W/ NEW 1249 S.F. BAR W/ 61 SEATS &amp; 107 S.F. UNCOVERED OUTDOOR PATIO W/ 8 SEATS HRS OF OP 10AM-2AM; DAILY
14	1	a	CUB- BEER AND WINE FOR ON-SITE CONSUMPTION IN CONJUNCTION WITH A 985 SQ. FT. RESTAURANT WITH 24 SEATS AND HOURS OF OPERATION FROM 10 A.M. TO 11 P.M. DAILY
57	1	a	1979 Union Street Neighborhood Concern over high volume of tourist traffic being generated in upstairs space on Airbnb by John Metheny https://www.airbnb.com/rooms/22452250. Host instructed to cease short-term rentals by OSTR staff
42	1	a	The project proposes removing original stucco and shingles, install existing ship lap siding, (2) new dormers and (1) new bulk head for elevator. Cut back existing attic storage roof to create new deck.
66	1	a	SPR FOR 10 SMALL LOTS IN ACCORDANCE WITH [Q] CONDITION OF ORD. 176827 SUBAREA 49
3	0	a	3669 21st Street (3620/054); Project Review meeting to discuss a vertical and horizontal addition over a new subterranean garage to an existing two story single-family dwelling. the proposed project will be applying for an exemption to demolition re
132	1	a	As a more particularly described in the referenced building permits, a structural upgrade that would involve the installation of approximately 52 piles (each with a diameter of approximately 24 inches) underneath a portion of the sidewalk areas surro
136	0	a	Downtown Large Project Authorization to permit the demolition of three existing buildings and new construction of 35-story hotel with 406 guest rooms.
88	0	a	"Addition of a single tourist hotel room and conversion of 38 residential hotel rooms at the Hotel Des Arts to tourist hotel rooms. Transferred on a ""one to one"" basis into the new residential hotel units at 361 Turk Street and 145 Leavenworth Street"
16	1	a	A MPA PURSUANT TO ZA-2014-1149-MCUP-CUX TO ALLOW THE SALE AND DISPENSING OF A FULL LINE OF ALCOHOLIC BEVERAGES FOR ON-SITE CONSUMPTION IN CONJUNCTION WITH A 7;009 SF BAR/LOUNGE WITH 205 INDOOR SEATS
18	1	a	RENOVATE (E) 3-STORY SFH TO 2-UNIT W/ HORIZONTAL ADDITIONS. FLR 1: CREATE HAVITABLE AREA W/ 3-BDRMS, 2-BATHS, W/D W/ 2-CAR/BIKE PARKING. FLR 2:RENOVATE KIT/LIV/DIN, PWDR, GUEST RM & BATH. FLR 3:CREATE 2ND UNIT IN BLDG W/ 2 BDRMS, 2 BATHS & KIT/LIV/DI
78	1	a	PARCEL MAP FOR THE SUBDIVISION OF 1 LOT INTO 2 SINGLE-FAMILY RESIDENTIAL LOTS IN THE RA-1 ZONE.
108	1	a	Demolition of all existing structures on site including a 3-story, 2,750sf commercial building, a 4-story, 48,225sf commercial building, and a surface parking lot with 47 spaces, and new construction of a 304-unit, 40-story residential tower (400 fee
26	1	a	HISTORIC-CULTURAL MONUMENT APPLICATION FOR THE SCHMIDT RESIDENCE
113	1	a	DEMOLISH SFD AND CONSTRUCT A NEW SFD WITH BASEMENT AND ATTACHED GARAGE
55	1	a	DEMO OF (E) DUPLEX; AND THE CONSTRUCTION; USE AND MAINTENANCE OF (N) 4 UNIT APARTMENT WITHIN THE VERMONT WESTERN SNAP.
40	1	a	EAF REQUEST FOR HAUL ROUTE
92	1	a	Demolition of an existing fueling canopy and food mart and construction of a new convenience store and fueling canopy.
77	1	a	PROJECT PERMIT COMPLIANCE FOR A 13-LOT SINGLE-FAMILY HOME SUBDIVISION AND FOR THE CONSTRUCTION OF 11 SINGLE-FAMILY HOMES LOCATED IN THE SAN GABRIEL/VERDUGO MOUNTAIN SPECIFIC PLAN
29	1	a	Demolish existing two-story building at 5272 3rd Street containing approximately 1,200 square feet of commercial space on first floor and 1 dwelling unit on the 2nd floor. New construction of a 5-story, 12 dwelling unit residential building with 8 pa
137	1	a	Legacy Business Registry: Armstrong Carpet & Linoleum Company
15	1	a	Convert 1,102 sf ground floor commercial space to residential unit for a total of 2 dwelling units. Scope includes excavation of 23.14 cubic yards at basement level, relocation of one entry door at front facade, addition of new wood door at facade fo
84	0	a	The purpose of the project is to add additional living space, bedrooms and bathrooms to a small 2 bedroom, 1 bath residence of 1093 s.f. to accommodate an elderly parent winning to move in with property owners.
60	1	a	PURSUANT TO LAMC CODE SECTION 11.5.7.C PROJECT PERMIT COMPLIANCE WITH THE COLORADO BLVD SPECIFIC PLAN TO ALLOW FOR THE INSTALLATION OF A 61.8 SQUARE FOOT ILLUMINATED WALL SIGN WITHIN A COMMERCIAL ZONE
107	1	a	CUB FOR SALE AND DISPENSING OF BEER AND WINE ONLY FOR ON-SITE CONSUMPTION WITHIN A 2;624 SQ. FT. RESTAURANT WITH 51 INTERIOR SEATS AND A 314 SQ. FT. OUTDOOR PATIO WITH 10 SEATS IN THE C2-1VL ZONE.
10	0	a	"The Project Sponsor proposes to demolish the existing commercial building at the Property and construct a 180-foot tall, 18-story over basement hotel (the ""Project""). The project would include 218 guest rooms, a basement level gym facility, 7 class 1"
